model,component,epoch,start_epoch_time,end_epoch_time,train_loss,val_loss
20250703155700_t1_linear_regression.pt,main,3,2025-07-03 15:57:00,2025-07-03 15:57:00,0.335760464539399,0.10982480645179749
20250703155700_t1_linear_regression.pt,main,4,2025-07-03 15:57:00,2025-07-03 15:57:00,0.33488278453414505,0.10969065129756927
20250703155700_t1_linear_regression.pt,main,5,2025-07-03 15:57:00,2025-07-03 15:57:00,0.33400550162470016,0.1095564216375351
20250703155700_t1_lstm.pt,main,1,2025-07-03 15:57:00,2025-07-03 15:57:00,0.3422575729924279,0.18738123774528503
20250703155700_t1_lstm.pt,main,2,2025-07-03 15:57:00,2025-07-03 15:57:00,0.3362558226327638,0.18193630874156952
20250703155700_t1_lstm.pt,main,3,2025-07-03 15:57:00,2025-07-03 15:57:00,0.33345475229057103,0.17562894523143768
20250703155700_t1_lstm.pt,main,4,2025-07-03 15:57:00,2025-07-03 15:57:00,0.32404775152335297,0.16855086386203766
20250703155700_t1_lstm.pt,main,5,2025-07-03 15:57:00,2025-07-03 15:57:00,0.3194928000102172,0.16125066578388214
20250703155701_t1_linear_regression.pt,main,1,2025-07-03 15:57:01,2025-07-03 15:57:01,0.2588503360748291,0.21498705446720123
20250703155701_t1_linear_regression.pt,main,2,2025-07-03 15:57:01,2025-07-03 15:57:01,0.25857943296432495,0.2148376852273941
