model,model_component,epoch,type,inference,MAE,MSE,RMSE,MAPE,R2,MDA,Spearman
20250703155623_t1_linear_regression.pt,main,1,train,0.01400613784790039,0.44379064440727234,0.3098539710044861,0.5566452829266463,0.7893459796905518,-0.48323512077331543,0.47837150127226463,0.10452613825535657
20250703155623_t1_linear_regression.pt,main,1,val,0.0019981861114501953,0.5217903852462769,0.3605077862739563,0.6004230061164848,0.6125295162200928,-1.0069077014923096,0.3898305084745763,0.001267625694345535
20250703155623_t1_linear_regression.pt,main,2,train,0.012999534606933594,0.4240565896034241,0.28061988949775696,0.5297356788982189,0.7968733906745911,-0.34329497814178467,0.4770992366412214,0.1571622113355252
20250703155623_t1_linear_regression.pt,main,2,val,0.0019998550415039062,0.5053625702857971,0.3345683813095093,0.5784188632033963,0.6193134188652039,-0.8625057935714722,0.3898305084745763,0.006822389972938329
20250703155623_t1_linear_regression.pt,main,3,train,0.013505697250366211,0.412422239780426,0.2640082538127899,0.5138173350645051,0.8043341636657715,-0.2637770175933838,0.4758269720101781,0.18612439329158756
20250703155623_t1_linear_regression.pt,main,3,val,0.0010008811950683594,0.4938182532787323,0.31716009974479675,0.5631696900089677,0.6250399351119995,-0.7655956745147705,0.3898305084745763,0.009008688221051135
20250703155623_t1_linear_regression.pt,main,4,train,0.012798309326171875,0.4039245843887329,0.25223079323768616,0.502225838878971,0.8114559650421143,-0.20739972591400146,0.4758269720101781,0.20780820376299022
20250703155623_t1_linear_regression.pt,main,4,val,0.0009965896606445312,0.4840494394302368,0.3034062087535858,0.5508232100716035,0.6298730969429016,-0.6890294551849365,0.3898305084745763,0.012163509471585246
20250703155623_t1_linear_regression.pt,main,5,train,0.01207590103149414,0.3971403241157532,0.2429904341697693,0.49294059902768134,0.8180148005485535,-0.16316711902618408,0.4758269720101781,0.2250755922919476
20250703155623_t1_linear_regression.pt,main,5,val,0.0009245872497558594,0.4759581685066223,0.29262205958366394,0.5409455236746709,0.633922815322876,-0.6289951801300049,0.3898305084745763,0.014378293690357499
20250703155623_t1_linear_regression.pt,main,5,test,0.0040056705474853516,0.3662208616733551,0.19198988378047943,0.43816650234868415,0.9474485516548157,-0.1677790880203247,0.4702842377260982,0.1627712392170692
20250703155623_t1_lstm.pt,main,1,train,0.01689767837524414,1.2463515996932983,1.7640974521636963,1.328193303764063,1.9860681295394897,-7.444530487060547,0.4707379134860051,0.028113663683359404
20250703155623_t1_lstm.pt,main,1,val,0.0009996891021728516,1.3851979970932007,2.0983874797821045,1.448581195439905,1.6725399494171143,-10.68149471282959,0.4067796610169492,0.04805583250249253
20250703155623_t1_lstm.pt,main,2,train,0.01599884033203125,1.2454822063446045,1.7600659132003784,1.3266747578816664,1.9927982091903687,-7.42523193359375,0.5267175572519084,0.08161483545150354
20250703155623_t1_lstm.pt,main,2,val,0.0009922981262207031,1.3846997022628784,2.0970065593719482,1.44810447115253,1.6717692613601685,-10.673808097839355,0.4152542372881356,0.05241418601338841
20250703155623_t1_lstm.pt,main,3,train,0.016000032424926758,1.247636079788208,1.7656645774841309,1.3287831190544719,1.9920710325241089,-7.452032089233398,0.5203562340966921,0.030123192608566808
20250703155623_t1_lstm.pt,main,3,val,0.0009999275207519531,1.3841549158096313,2.095496416091919,1.4475829565492677,1.6709259748458862,-10.665400505065918,0.4152542372881356,0.05541599383286421
20250703155623_t1_lstm.pt,main,4,train,0.015007734298706055,1.2431708574295044,1.7555158138275146,1.3249587970301244,1.9824553728103638,-7.403450965881348,0.494910941475827,0.024348912202897793
20250703155623_t1_lstm.pt,main,4,val,0.000993490219116211,1.3835902214050293,2.093933582305908,1.4470430478413239,1.6700533628463745,-10.656700134277344,0.4152542372881356,0.05385984902435551
20250703155623_t1_lstm.pt,main,5,train,0.01609945297241211,1.2448956966400146,1.758759617805481,1.3261823471172736,1.9876821041107178,-7.418978691101074,0.5012722646310432,0.05016731448454038
20250703155623_t1_lstm.pt,main,5,val,0.0010020732879638672,1.38301420211792,2.0923378467559814,1.446491564702671,1.6691620349884033,-10.64781665802002,0.4067796610169492,0.0577410625267056
20250703155623_t1_lstm.pt,main,5,test,0.004000186920166016,1.2006715536117554,1.6058673858642578,1.267228229587811,2.1043126583099365,-8.767693519592285,0.4005167958656331,0.3663147154446242
20250703155624_t1_linear_regression.pt,main,1,train,0.013052701950073242,0.07919793576002121,0.0077585140243172646,0.0880824274433741,0.5094757676124573,-6.915674209594727,0.4866920152091255,0.3220496548640925
20250703155624_t1_linear_regression.pt,main,1,val,0.0009999275207519531,0.0048925080336630344,3.79351586161647e-05,0.006159152426768208,0.025799859315156937,0.9270861148834229,0.4957983193277311,0.9540189772129855
20250703155624_t1_linear_regression.pt,main,2,train,0.014002084732055664,0.007395382970571518,9.029907232616097e-05,0.009502582403018716,0.04793642833828926,0.9078717827796936,0.4803548795944233,0.9624389533658162
20250703155624_t1_linear_regression.pt,main,2,val,0.000997781753540039,0.004958401899784803,4.379067104309797e-05,0.006617452005349036,0.025449687615036964,0.915831446647644,0.48739495798319327,0.9535675530565674
20250703155624_t1_linear_regression.pt,main,3,train,0.013656854629516602,0.006311560049653053,6.71428715577349e-05,0.008194075393705803,0.04173355549573898,0.9314970374107361,0.4828897338403042,0.9654339481629628
20250703155624_t1_linear_regression.pt,main,3,val,0.0010225772857666016,0.006059836130589247,6.105803913669661e-05,0.007813964367508763,0.030723590403795242,0.882642388343811,0.48739495798319327,0.9538314625633965
20250703155624_t1_linear_regression.pt,main,4,train,0.014055252075195312,0.005966534372419119,6.145719817141071e-05,0.007839464150782929,0.0391044095158577,0.9372978806495667,0.48542458808618505,0.9648720843464117
20250703155624_t1_linear_regression.pt,main,4,val,0.0010001659393310547,0.00465617049485445,3.513191404636018e-05,0.005927218069749094,0.024730999022722244,0.9324741363525391,0.48739495798319327,0.9539981422519203
20250703155624_t1_linear_regression.pt,main,5,train,0.012952089309692383,0.005632298067212105,5.50828299310524e-05,0.007421780778967565,0.03701271489262581,0.9438014030456543,0.4816223067173637,0.9678556213715052
20250703155624_t1_linear_regression.pt,main,5,val,0.0010001659393310547,0.005056433379650116,3.978867607656866e-05,0.006307826573120782,0.027110207825899124,0.9235235452651978,0.48739495798319327,0.9541613494469328
20250703155624_t1_linear_regression.pt,main,5,test,0.003992319107055664,0.005869158077985048,6.199695781106129e-05,0.007873814692451258,0.03543469309806824,0.937936007976532,0.45478036175710596,0.9590192995332986
20250703155624_t1_lstm.pt,main,1,train,0.01630425453186035,0.06681562960147858,0.005456178914755583,0.07386595233770145,0.4048224091529846,-4.566701889038086,0.5133079847908745,-0.11220568883897329
20250703155624_t1_lstm.pt,main,1,val,0.0009992122650146484,0.10318328440189362,0.011170701123774052,0.10569153761666093,0.5312111377716064,-20.470829010009766,0.4789915966386555,-0.8050156783548368
20250703155624_t1_lstm.pt,main,2,train,0.015273571014404297,0.06643206626176834,0.005393112078309059,0.07343781095804162,0.40251424908638,-4.502357482910156,0.4803548795944233,0.019532002604861508
20250703155624_t1_lstm.pt,main,2,val,0.0010001659393310547,0.10268242657184601,0.01106694433838129,0.10519954533352932,0.5285694003105164,-20.27140235900879,0.48739495798319327,-0.7501258781264115
20250703155624_t1_lstm.pt,main,3,train,0.01599860191345215,0.0657920092344284,0.005319721531122923,0.07293642115653141,0.3979126811027527,-4.427480220794678,0.5399239543726235,-0.08854128025478464
20250703155624_t1_lstm.pt,main,3,val,0.0009996891021728516,0.10213921964168549,0.01095500960946083,0.10466618178504856,0.5257039666175842,-20.056255340576172,0.5042016806722689,-0.6815601913600748
20250703155624_t1_lstm.pt,main,4,train,0.015384674072265625,0.06521694362163544,0.005237463396042585,0.07237032123766333,0.39423081278800964,-4.343555927276611,0.514575411913815,-0.01994623850430423
20250703155624_t1_lstm.pt,main,4,val,0.0009980201721191406,0.10157867521047592,0.010840100236237049,0.10411580204866622,0.5227471590042114,-19.835391998291016,0.4789915966386555,-0.5582970892033523
20250703155624_t1_lstm.pt,main,5,train,0.016002655029296875,0.06470224261283875,0.005174537189304829,0.07193425602106988,0.390638530254364,-4.279355049133301,0.523447401774398,-0.057185846965690686
20250703155624_t1_lstm.pt,main,5,val,0.0010006427764892578,0.10100235790014267,0.010722586885094643,0.10354992460207126,0.5197077989578247,-19.60952377319336,0.47058823529411764,-0.35462727927043786
20250703155624_t1_lstm.pt,main,5,test,0.004040718078613281,0.08072875440120697,0.007521471939980984,0.0867264200805094,0.4515770971775055,-6.529604434967041,0.5271317829457365,-0.8368469064059002
20250703155624_t1_linear_regression.pt,main,1,train,0.011014699935913086,0.215366929769516,0.05649910122156143,0.23769539587792068,0.9169259071350098,-0.5285286903381348,0.4797297297297297,0.8605672274081788
20250703155624_t1_linear_regression.pt,main,1,val,0.002001047134399414,0.26222649216651917,0.07000155746936798,0.2645780744305317,2.710099458694458,-7.896673202514648,0.69375,0.9268002839738634
20250703155624_t1_linear_regression.pt,main,2,train,0.011994361877441406,0.18981269001960754,0.04579590633511543,0.21399978115669985,0.8275855779647827,-0.23896408081054688,0.48166023166023164,0.8632115380008509
20250703155624_t1_linear_regression.pt,main,2,val,0.0009987354278564453,0.24844862520694733,0.06310375034809113,0.251204598580701,2.596979856491089,-7.020012855529785,0.6875,0.9282285225793613
20250703155624_t1_linear_regression.pt,main,3,train,0.012211322784423828,0.16757993400096893,0.03721332922577858,0.19290756653324562,0.7435787916183472,-0.006770730018615723,0.4777992277992278,0.8656098454419205
20250703155624_t1_linear_regression.pt,main,3,val,0.0010004043579101562,0.23486359417438507,0.05675233528017998,0.23822748640780303,2.484189987182617,-6.212796211242676,0.68125,0.9286729593659664
20250703155624_t1_linear_regression.pt,main,4,train,0.011998891830444336,0.15138325095176697,0.03163191303610802,0.1778536281218576,0.6752957105636597,0.14422905445098877,0.47586872586872586,0.867695438015436
20250703155624_t1_linear_regression.pt,main,4,val,0.0009999275207519531,0.2225324958562851,0.05135622248053551,0.22661911322864078,2.3800110816955566,-5.5269904136657715,0.68125,0.9277164853753762
20250703155624_t1_linear_regression.pt,main,5,train,0.011288642883300781,0.14152191579341888,0.028633303940296173,0.16921378176820046,0.6275465488433838,0.22535359859466553,0.47297297297297297,0.8692914831335719
20250703155624_t1_linear_regression.pt,main,5,val,0.0017621517181396484,0.21213896572589874,0.04705290496349335,0.2169168157693021,2.2895290851593018,-4.980071544647217,0.68125,0.9281753052295089
20250703155624_t1_linear_regression.pt,main,5,test,0.0039980411529541016,0.14880821108818054,0.029193006455898285,0.17085961037032213,1.2878423929214478,0.14553701877593994,0.5714285714285714,0.9427702650030578
20250703155624_t1_lstm.pt,main,1,train,0.0186464786529541,0.3408731520175934,0.15459054708480835,0.39318004410805024,1.02691650390625,-3.182298183441162,0.5077220077220077,0.004264906526187056
20250703155624_t1_lstm.pt,main,1,val,0.0011646747589111328,0.14030122756958008,0.027551736682653427,0.1659871581859676,1.047404408454895,-2.5016191005706787,0.575,0.7957387490141616
20250703155624_t1_lstm.pt,main,2,train,0.017004728317260742,0.3444240093231201,0.15678814053535461,0.39596482234581726,1.0427557229995728,-3.2417516708374023,0.4855212355212355,0.008938315376906706
20250703155624_t1_lstm.pt,main,2,val,0.0019991397857666016,0.1400562971830368,0.02748301811516285,0.16578002930136926,1.0448615550994873,-2.4928855895996094,0.5625,0.7561153684943245
20250703155624_t1_lstm.pt,main,3,train,0.015997886657714844,0.3393819034099579,0.15438006818294525,0.39291229069977596,1.0147373676300049,-3.1766037940979004,0.4826254826254826,-0.04224292493776562
20250703155624_t1_lstm.pt,main,3,val,0.002000093460083008,0.1398492008447647,0.027424952015280724,0.16560480673966177,1.0427137613296509,-2.4855058193206787,0.51875,0.7646229896378065
20250703155624_t1_lstm.pt,main,4,train,0.016978979110717773,0.34112173318862915,0.15442150831222534,0.3929650217414081,1.0284656286239624,-3.177724838256836,0.4806949806949807,0.020522081993616843
20250703155624_t1_lstm.pt,main,4,val,0.0010576248168945312,0.13968518376350403,0.027379082515835762,0.16546625793748937,1.041011095046997,-2.4796762466430664,0.425,0.7653324592949559
20250703155624_t1_lstm.pt,main,5,train,0.016027212142944336,0.3409966826438904,0.15480856597423553,0.39345719713106725,1.0227477550506592,-3.1881961822509766,0.5135135135135135,-0.02376496869011084
20250703155624_t1_lstm.pt,main,5,val,0.0020055770874023438,0.13953983783721924,0.02733847312629223,0.1653435004053447,1.039502501487732,-2.474514961242676,0.6,0.7970602279664075
20250703155624_t1_lstm.pt,main,5,test,0.00500035285949707,0.2726375162601471,0.10849201679229736,0.32938126357201525,1.0262138843536377,-2.1755006313323975,0.6164383561643836,0.869724272575017
20250703155625_t1_linear_regression.pt,main,1,train,0.017000198364257812,0.21611244976520538,0.051745764911174774,0.22747695468151224,0.6145168542861938,-6.154290676116943,0.45656370656370654,0.8345260580779799
20250703155625_t1_linear_regression.pt,main,1,val,0.0023462772369384766,0.23780469596385956,0.060918595641851425,0.24681692738110858,0.6051865816116333,-9.316965103149414,0.475,0.9076774432906267
20250703155625_t1_linear_regression.pt,main,2,train,0.016022205352783203,0.21373631060123444,0.05065978318452835,0.22507728269314153,0.6088685393333435,-6.004144191741943,0.4555984555984556,0.8427906695611771
20250703155625_t1_linear_regression.pt,main,2,val,0.001992940902709961,0.23595021665096283,0.059994444251060486,0.24493763339074803,0.6003674268722534,-9.160453796386719,0.475,0.9130331637752374
20250703155625_t1_linear_regression.pt,main,3,train,0.01652359962463379,0.2122039645910263,0.049960456788539886,0.22351835895187644,0.6051529049873352,-5.907456398010254,0.4555984555984556,0.8473981421072768
20250703155625_t1_linear_regression.pt,main,3,val,0.0024480819702148438,0.23452265560626984,0.0592879019677639,0.24349107163870282,0.5966576933860779,-9.040796279907227,0.475,0.9155420851834644
20250703155625_t1_linear_regression.pt,main,4,train,0.01577615737915039,0.21096685528755188,0.0493989996612072,0.22225885732903244,0.6021431684494019,-5.829830169677734,0.4555984555984556,0.8508183568586636
20250703155625_t1_linear_regression.pt,main,4,val,0.0020008087158203125,0.23331749439239502,0.058694709092378616,0.2422699095892402,0.5935258865356445,-8.940335273742676,0.475,0.9182666731883871
20250703155625_t1_linear_regression.pt,main,5,train,0.017008066177368164,0.20989976823329926,0.04891715571284294,0.22117223088091992,0.5995432138442993,-5.763211250305176,0.4555984555984556,0.8535443962683933
20250703155625_t1_linear_regression.pt,main,5,val,0.0019922256469726562,0.23225492238998413,0.058174215257167816,0.24119331511708159,0.5907647013664246,-8.85218620300293,0.475,0.9205326102310034
20250703155625_t1_linear_regression.pt,main,5,test,0.0049936771392822266,0.21379707753658295,0.051052384078502655,0.22594774634526155,0.5715720653533936,-5.933961868286133,0.45792563600782776,0.9080764687439967
20250703155625_t1_lstm.pt,main,1,train,0.032912492752075195,0.3880169987678528,0.15796610713005066,0.39744950261643386,1.1047035455703735,-20.840152740478516,0.500965250965251,0.04934383672921277
20250703155625_t1_lstm.pt,main,1,val,0.0019922256469726562,0.41593170166015625,0.17885224521160126,0.42290926356796826,1.08098566532135,-29.289804458618164,0.5,0.9657995911001258
20250703155625_t1_lstm.pt,main,2,train,0.03155064582824707,0.38546139001846313,0.1559126377105713,0.39485774363759324,1.0944528579711914,-20.556243896484375,0.5038610038610039,0.06470744102657411
20250703155625_t1_lstm.pt,main,2,val,0.001994609832763672,0.41414257884025574,0.17735473811626434,0.4211350592342845,1.0761922597885132,-29.036191940307617,0.49375,0.9699303253155047
20250703155625_t1_lstm.pt,main,3,train,0.031000375747680664,0.38442108035087585,0.15511967241764069,0.3938523484983182,1.0941723585128784,-20.446609497070312,0.5106177606177607,0.060775484554234
20250703155625_t1_lstm.pt,main,3,val,0.0020020008087158203,0.41275379061698914,0.17619651556015015,0.4197576867195527,1.0724714994430542,-28.84004020690918,0.5,0.9721746956984514
20250703155625_t1_lstm.pt,main,4,train,0.03245258331298828,0.38367581367492676,0.15476074814796448,0.3933964262013122,1.0848511457443237,-20.396984100341797,0.5048262548262549,0.008950417149240657
20250703155625_t1_lstm.pt,main,4,val,0.002002716064453125,0.41157329082489014,0.1752150058746338,0.4185869155559378,1.0693093538284302,-28.67381477355957,0.5,0.9735427217885598
20250703155625_t1_lstm.pt,main,5,train,0.0304262638092041,0.38222822546958923,0.15359318256378174,0.39190966122791837,1.0784671306610107,-20.235557556152344,0.5067567567567568,0.02320954666684613
20250703155625_t1_lstm.pt,main,5,val,0.0030002593994140625,0.4104973375797272,0.17432262003421783,0.4175196043711215,1.0664280652999878,-28.522682189941406,0.49375,0.9743586794343236
20250703155625_t1_lstm.pt,main,5,test,0.006991147994995117,0.3884783387184143,0.15816658735275269,0.3977016310662463,1.0719144344329834,-20.482269287109375,0.50293542074364,0.9630397457036486
20250703155625_t1_linear_regression.pt,main,1,train,0.009719133377075195,3.5535964965820312,16.656150817871094,4.081194778232361,0.5760775804519653,-3.8683104515075684,0.48045397225725095,-0.5412597979688006
20250703155625_t1_linear_regression.pt,main,1,val,0.0,2.2585017681121826,5.394548416137695,2.3226167174412775,0.4762010872364044,-18.656591415405273,0.5378151260504201,-0.06553927356066393
20250703155625_t1_linear_regression.pt,main,2,train,0.009000062942504883,3.2988975048065186,14.457906723022461,3.8023554177670533,0.5331299901008606,-3.2258009910583496,0.48045397225725095,-0.17713565024037448
20250703155625_t1_linear_regression.pt,main,2,val,0.001001596450805664,2.0752737522125244,4.59309196472168,2.143150009850379,0.4365418255329132,-15.736251831054688,0.5378151260504201,0.011236891450795193
20250703155625_t1_linear_regression.pt,main,3,train,0.008998870849609375,3.0197107791900635,12.223111152648926,3.496156625874894,0.48620274662971497,-2.57260799407959,0.48045397225725095,0.2990393600090873
20250703155625_t1_linear_regression.pt,main,3,val,0.0010004043579101562,1.8769499063491821,3.802035331726074,1.9498808506485914,0.3936147689819336,-12.85381031036377,0.5378151260504201,0.09866657406764356
20250703155625_t1_linear_regression.pt,main,4,train,0.009051084518432617,2.7237772941589355,10.074183464050293,3.1739854227847824,0.43638861179351807,-1.9445130825042725,0.48045397225725095,0.5559560926626422
20250703155625_t1_linear_regression.pt,main,4,val,0.0010075569152832031,1.6713454723358154,3.0658106803894043,1.750945653179848,0.3491116762161255,-10.171163558959961,0.5378151260504201,0.1706160150010417
20250703155625_t1_linear_regression.pt,main,5,train,0.009318351745605469,2.4214141368865967,8.102913856506348,2.846561760529068,0.385593056678772,-1.3683443069458008,0.47540983606557374,0.6654660801866092
20250703155625_t1_linear_regression.pt,main,5,val,0.0010008811950683594,1.4632095098495483,2.4074716567993164,1.5516029314226356,0.30406105518341064,-7.772315979003906,0.5378151260504201,0.22422390443780815
20250703155625_t1_linear_regression.pt,main,5,test,0.0019974708557128906,2.13730525970459,5.8520331382751465,2.41909758758822,0.35803455114364624,-1.9365735054016113,0.5242966751918159,0.6189927917385712
20250703155626_t1_lstm.pt,main,1,train,0.033627986907958984,1.6670866012573242,5.301947116851807,2.30259573456823,0.24865764379501343,-0.5496692657470703,0.48045397225725095,0.09976506624288846
20250703155626_t1_lstm.pt,main,1,val,0.001997709274291992,0.3647780418395996,0.28831782937049866,0.5369523529797581,0.08875347673892975,-0.05056905746459961,0.3949579831932773,0.37114382943259944
20250703155626_t1_lstm.pt,main,2,train,0.030581951141357422,1.4050941467285156,3.6594491004943848,1.912968661660296,0.22990556061267853,-0.0695948600769043,0.48675914249684743,0.11519777226613012
